Freq	3K	5K	10K	15K	20K	25K	30K	35K	40K	50K	70K	100K	125K	150K	175K	200K	225K	250K	275K	296K
1.04846967	0.237335	0.229779	0.233855	0.235734	0.237636	0.238393	0.238096	0.238421	0.235112	0.223849	0.202893	0.184261	0.163143	0.117401	0.0927379	0.0663529	0.0446111	0.0261945	0.0142306	0.008752
1.05029946	0.236609	0.228923	0.233151	0.234998	0.236924	0.237656	0.237316	0.237681	0.234365	0.223048	0.202106	0.183497	0.162406	0.116906	0.0923161	0.066031	0.0443172	0.0260095	0.0141026	0.00869098
1.05212925	0.235897	0.228084	0.23246	0.234278	0.236224	0.236931	0.236548	0.236954	0.233631	0.222261	0.201331	0.182745	0.161678	0.116419	0.0919016	0.0657157	0.0440234	0.0258252	0.0139772	0.00863112
1.05395904	0.235197	0.227263	0.231782	0.233573	0.235534	0.23622	0.235793	0.23624	0.23291	0.221487	0.200569	0.182005	0.16096	0.115941	0.0914945	0.0654072	0.0437303	0.0256419	0.0138546	0.0085725
1.05578883	0.234511	0.22646	0.231119	0.232883	0.234856	0.235521	0.235051	0.235538	0.232202	0.220727	0.19982	0.181278	0.160253	0.115472	0.0910948	0.0651054	0.0434381	0.0254598	0.0137351	0.00851519
1.05761862	0.233837	0.225675	0.230468	0.232209	0.234189	0.234836	0.234322	0.234849	0.231508	0.219983	0.199085	0.180565	0.159556	0.115012	0.0907024	0.0648101	0.0431474	0.0252789	0.0136189	0.00845925
1.05944841	0.233177	0.22491	0.229831	0.231549	0.233533	0.234164	0.233606	0.234173	0.230827	0.219253	0.198364	0.179865	0.158872	0.114562	0.0903172	0.0645211	0.0428583	0.0250994	0.0135063	0.00840473
1.0612782	0.232528	0.224163	0.229207	0.230905	0.232887	0.233504	0.232903	0.233508	0.230158	0.218539	0.197657	0.179179	0.1582	0.11412	0.0899391	0.0642382	0.0425714	0.0249215	0.0133975	0.00835167
1.06310799	0.231891	0.223436	0.228595	0.230274	0.23225	0.232856	0.232212	0.232855	0.229503	0.217839	0.196965	0.178507	0.157541	0.113687	0.0895677	0.0639609	0.042287	0.0247453	0.0132927	0.00830011
1.06493778	0.231265	0.222727	0.227995	0.229657	0.231623	0.23222	0.231533	0.232212	0.228859	0.217155	0.196287	0.177849	0.156895	0.113262	0.0892028	0.0636888	0.0420053	0.0245711	0.013192	0.00825005
1.06676757	0.230649	0.222036	0.227406	0.229053	0.231003	0.231595	0.230866	0.231579	0.228226	0.216485	0.195624	0.177205	0.156262	0.112845	0.088844	0.0634213	0.0417266	0.024399	0.0130956	0.00820151
1.06859736	0.230043	0.221362	0.226827	0.228461	0.230391	0.230979	0.230209	0.230955	0.227604	0.215828	0.194974	0.176574	0.155642	0.112435	0.0884908	0.063158	0.0414512	0.0242292	0.0130035	0.00815447
1.07042715	0.229445	0.220705	0.226256	0.227879	0.229785	0.230372	0.229562	0.230339	0.226992	0.215185	0.194338	0.175957	0.155034	0.112031	0.0881427	0.0628981	0.0411794	0.0240618	0.0129159	0.00810893
1.07225694	0.228854	0.220063	0.225694	0.227306	0.229184	0.229773	0.228923	0.22973	0.226388	0.214554	0.193714	0.175352	0.154439	0.111633	0.0877993	0.062641	0.0409113	0.023897	0.0128325	0.00806484
1.07408673	0.22827	0.219436	0.225138	0.226742	0.228588	0.229181	0.228293	0.229127	0.225791	0.213935	0.193103	0.174759	0.153856	0.11124	0.08746	0.062386	0.0406471	0.023735	0.0127536	0.00802216
1.07591652	0.22769	0.218823	0.224587	0.226184	0.227995	0.228594	0.22767	0.228528	0.2252	0.213325	0.192503	0.174178	0.153284	0.110851	0.0871243	0.0621324	0.0403869	0.0235759	0.012679	0.00798083
1.07774631	0.227113	0.21822	0.224041	0.225631	0.227403	0.22801	0.227052	0.227932	0.224614	0.212725	0.191913	0.173606	0.152723	0.110466	0.0867915	0.0618795	0.0401308	0.0234198	0.0126085	0.0079408
1.0795761	0.226539	0.217629	0.223497	0.225083	0.226813	0.22743	0.226438	0.227339	0.224032	0.212132	0.191333	0.173044	0.152171	0.110083	0.086461	0.0616264	0.0398789	0.0232669	0.0125421	0.00790199
1.08140589	0.225966	0.217046	0.222954	0.224536	0.226222	0.226851	0.225828	0.226746	0.223452	0.211546	0.190761	0.17249	0.151628	0.109702	0.0861323	0.0613727	0.0396312	0.0231172	0.0124797	0.00786432
1.08323568	0.225393	0.21647	0.222412	0.223991	0.225629	0.226272	0.22522	0.226153	0.222873	0.210965	0.190196	0.171943	0.151092	0.109322	0.0858048	0.0611175	0.0393876	0.0229709	0.0124209	0.00782769
1.08506547	0.224818	0.2159	0.221868	0.223445	0.225034	0.225691	0.224613	0.225558	0.222293	0.210387	0.189636	0.171402	0.150564	0.108942	0.0854779	0.0608602	0.0391483	0.0228281	0.0123656	0.00779202
1.08689526	0.22424	0.215335	0.221321	0.222896	0.224435	0.225108	0.224005	0.224961	0.221712	0.209812	0.189082	0.170866	0.150041	0.108561	0.085151	0.0606002	0.0389131	0.0226888	0.0123136	0.0077572
1.08872505	0.223658	0.214772	0.220769	0.222344	0.223831	0.22452	0.223396	0.224359	0.221127	0.209238	0.188531	0.170334	0.149522	0.108178	0.0848237	0.0603369	0.038682	0.0225531	0.0122645	0.00772314
1.09055484	0.22307	0.21421	0.220213	0.221786	0.223221	0.223927	0.222784	0.223752	0.220538	0.208663	0.187982	0.169805	0.149007	0.107793	0.0844955	0.0600699	0.0384549	0.0224209	0.0122182	0.00768973
1.09238463	0.222476	0.213647	0.219649	0.221222	0.222604	0.223328	0.222168	0.223139	0.219944	0.208086	0.187435	0.169277	0.148495	0.107405	0.0841659	0.0597987	0.0382316	0.0222923	0.0121743	0.00765688
1.09421442	0.221875	0.213083	0.219078	0.220651	0.221979	0.222721	0.221547	0.222519	0.219342	0.207507	0.186888	0.168749	0.147984	0.107014	0.0838345	0.059523	0.0380121	0.0221673	0.0121324	0.00762445
1.09604421	0.221266	0.212515	0.218498	0.22007	0.221346	0.222105	0.22092	0.221891	0.218733	0.206923	0.186339	0.168221	0.147473	0.106618	0.083501	0.0592424	0.0377962	0.0220458	0.0120924	0.00759237
1.097874	0.220647	0.211943	0.217908	0.21948	0.220703	0.221479	0.220286	0.221254	0.218116	0.206334	0.185789	0.167692	0.146962	0.106218	0.0831651	0.0589568	0.0375839	0.0219277	0.0120539	0.00756052
1.09970379	0.220018	0.211366	0.217307	0.218878	0.220051	0.220842	0.219644	0.220608	0.217489	0.205738	0.185236	0.167161	0.14645	0.105813	0.0828266	0.058666	0.0373749	0.0218131	0.0120165	0.00752881
1.10153358	0.219379	0.210782	0.216695	0.218265	0.219388	0.220195	0.218994	0.219952	0.216851	0.205136	0.184679	0.166627	0.145936	0.105403	0.0824852	0.05837	0.0371691	0.0217017	0.0119801	0.00749714
1.10336337	0.218728	0.21019	0.216071	0.21764	0.218715	0.219535	0.218335	0.219286	0.216203	0.204525	0.184118	0.166089	0.145418	0.104987	0.0821409	0.0580689	0.0369663	0.0215934	0.0119442	0.00746542
1.10519316	0.218066	0.209591	0.215434	0.217001	0.21803	0.218862	0.217666	0.218609	0.215544	0.203906	0.183552	0.165548	0.144898	0.104566	0.0817934	0.0577627	0.0367665	0.0214881	0.0119086	0.00743355
1.10702295	0.217393	0.208983	0.214784	0.216349	0.217335	0.218177	0.216988	0.217921	0.214872	0.203278	0.182981	0.165002	0.144374	0.10414	0.081443	0.0574516	0.0365695	0.0213856	0.011873	0.00740145
1.10885274	0.216707	0.208365	0.214121	0.215683	0.216628	0.217479	0.216298	0.217221	0.214189	0.20264	0.182403	0.164451	0.143845	0.103708	0.0810894	0.0571359	0.0363752	0.0212857	0.0118371	0.00736903
1.11068253	0.216009	0.207738	0.213444	0.215003	0.215909	0.216767	0.215599	0.216511	0.213493	0.201993	0.18182	0.163896	0.143312	0.103271	0.0807329	0.056816	0.0361834	0.0211882	0.0118008	0.00733622
1.11251232	0.2153	0.207101	0.212755	0.214309	0.215179	0.216042	0.214888	0.215789	0.212786	0.201336	0.18123	0.163335	0.142775	0.10283	0.0803734	0.0564923	0.035994	0.0210929	0.0117637	0.00730295
1.11434211	0.214578	0.206455	0.212052	0.213601	0.214438	0.215303	0.214167	0.215056	0.212066	0.200669	0.180633	0.16277	0.142232	0.102383	0.0800113	0.0561651	0.0358069	0.0209994	0.0117257	0.00726912
1.1161719	0.213845	0.205799	0.211335	0.212879	0.213687	0.214551	0.213435	0.214313	0.211334	0.199992	0.18003	0.1622	0.141686	0.101933	0.0796467	0.0558351	0.0356221	0.0209077	0.0116866	0.00723469
1.11800169	0.213102	0.205133	0.210607	0.212143	0.212925	0.213787	0.212693	0.213559	0.210591	0.199306	0.179421	0.161625	0.141134	0.101479	0.0792798	0.0555027	0.0354395	0.0208173	0.0116461	0.00719957
1.11983148	0.212347	0.204458	0.209866	0.211394	0.212153	0.21301	0.21194	0.212796	0.209837	0.198611	0.178806	0.161046	0.140579	0.101022	0.0789108	0.0551687	0.035259	0.0207281	0.0116042	0.0071637
1.12166127	0.211582	0.203774	0.209113	0.210633	0.211372	0.212221	0.211178	0.212023	0.209073	0.197908	0.178185	0.160463	0.140019	0.100563	0.0785401	0.0548336	0.0350805	0.0206397	0.0115606	0.00712704
1.12349106	0.210808	0.203082	0.20835	0.20986	0.210583	0.211421	0.210406	0.211241	0.208299	0.197197	0.177559	0.159877	0.139456	0.100102	0.078168	0.0544981	0.0349041	0.0205519	0.0115154	0.0070895
1.12532085	0.210026	0.202383	0.207577	0.209076	0.209786	0.210611	0.209625	0.210451	0.207515	0.196478	0.176929	0.159288	0.13889	0.0996396	0.0777949	0.054163	0.0347297	0.0204644	0.0114683	0.00705105
1.12715064	0.209235	0.201676	0.206794	0.208282	0.208981	0.209791	0.208836	0.209654	0.206724	0.195753	0.176294	0.158696	0.138321	0.0991769	0.077421	0.0538287	0.0345574	0.020377	0.0114194	0.0070116
1.12898043	0.208438	0.200963	0.206003	0.207478	0.208171	0.208962	0.20804	0.20885	0.205925	0.195022	0.175655	0.158103	0.137751	0.0987146	0.0770467	0.0534961	0.034387	0.0202893	0.0113685	0.00697115
1.13081022	0.207635	0.200245	0.205205	0.206666	0.207355	0.208125	0.207237	0.208041	0.20512	0.194287	0.175014	0.157509	0.137179	0.0982533	0.0766725	0.0531659	0.0342188	0.0202012	0.0113157	0.0069296
1.13264001	0.206828	0.199523	0.204401	0.205847	0.206535	0.207281	0.206428	0.207227	0.204309	0.193548	0.174371	0.156915	0.136607	0.0977938	0.0762986	0.0528386	0.0340526	0.0201124	0.0112608	0.00688692
1.1344698	0.206016	0.198797	0.203592	0.205021	0.205711	0.206432	0.205614	0.206409	0.203495	0.192807	0.173727	0.156322	0.136035	0.0973368	0.0759254	0.052515	0.0338886	0.0200227	0.011204	0.00684308
1.13629959	0.205201	0.198069	0.20278	0.204191	0.204886	0.205578	0.204796	0.205589	0.202677	0.192064	0.173081	0.155729	0.135464	0.096883	0.0755533	0.0521956	0.0337268	0.0199319	0.0111452	0.00679802
1.13812938	0.204385	0.19734	0.201964	0.203357	0.204059	0.20472	0.203975	0.204766	0.201857	0.191321	0.172437	0.155139	0.134895	0.096433	0.0751827	0.051881	0.0335673	0.0198398	0.0110845	0.00675172
1.13995917	0.203569	0.19661	0.201148	0.202521	0.203232	0.20386	0.203151	0.203943	0.201037	0.190578	0.171793	0.154552	0.134329	0.0959875	0.0748138	0.0515717	0.0334101	0.0197463	0.0110219	0.00670413
1.14178896	0.202753	0.195881	0.200332	0.201683	0.202406	0.202999	0.202327	0.20312	0.200217	0.189836	0.171152	0.153968	0.133765	0.0955472	0.0744471	0.0512683	0.0332553	0.0196514	0.0109573	0.00665523
1.14361875	0.201939	0.195153	0.199517	0.200846	0.201583	0.202138	0.201503	0.202299	0.199399	0.189098	0.170513	0.153389	0.133206	0.0951125	0.0740828	0.0509711	0.0331031	0.0195548	0.010891	0.006605
1.14544854	0.201127	0.194428	0.198705	0.20001	0.200762	0.201278	0.20068	0.20148	0.198583	0.188364	0.169878	0.152815	0.132652	0.094684	0.0737212	0.0506806	0.0329533	0.0194566	0.010823	0.00655342
1.14727833	0.20032	0.193707	0.197896	0.199177	0.199946	0.200421	0.199859	0.200664	0.197771	0.187634	0.169247	0.152246	0.132103	0.094262	0.0733627	0.050397	0.0328062	0.0193567	0.0107533	0.00650048
1.14910812	0.199517	0.192991	0.197093	0.198348	0.199136	0.199567	0.199042	0.199853	0.196964	0.18691	0.168622	0.151684	0.13156	0.093847	0.0730074	0.0501206	0.0326618	0.0192551	0.010682	0.00644617
1.15093791	0.19872	0.19228	0.196296	0.197524	0.198331	0.198718	0.198229	0.199047	0.196163	0.186193	0.168002	0.151129	0.131024	0.0934394	0.0726556	0.0498515	0.03252	0.0191518	0.0106092	0.0063905
1.1527677	0.197929	0.191575	0.195506	0.196706	0.197534	0.197875	0.197421	0.198247	0.195369	0.185484	0.167389	0.150581	0.130496	0.0930391	0.0723075	0.04959	0.032381	0.019047	0.0105351	0.00633348
1.15459749	0.197147	0.190878	0.194724	0.195895	0.196745	0.197038	0.19662	0.197455	0.194583	0.184783	0.166783	0.150041	0.129975	0.0926467	0.0719633	0.0493361	0.0322448	0.0189406	0.0104596	0.00627513
1.15642728	0.196372	0.190189	0.193952	0.195093	0.195966	0.196209	0.195825	0.19667	0.193805	0.184091	0.166185	0.149509	0.129463	0.092262	0.0716232	0.0490897	0.0321113	0.0188329	0.0103828	0.00621547
1.15825707	0.195607	0.189508	0.193189	0.1943	0.195196	0.195389	0.195039	0.195894	0.193037	0.183409	0.165595	0.148985	0.128959	0.0918852	0.0712872	0.0488509	0.0319805	0.0187238	0.010305	0.00615455
1.16008686	0.194851	0.188836	0.192438	0.193517	0.194436	0.194577	0.194262	0.195128	0.192279	0.182738	0.165014	0.14847	0.128465	0.0915162	0.0709555	0.0486195	0.0318524	0.0186136	0.0102261	0.00609239
1.16191665	0.194106	0.188175	0.191698	0.192744	0.193688	0.193777	0.193495	0.194371	0.191532	0.182077	0.164442	0.147964	0.12798	0.0911551	0.0706282	0.0483953	0.0317269	0.0185024	0.0101462	0.00602905
1.16374644	0.193371	0.187523	0.19097	0.191984	0.192951	0.192986	0.192738	0.193625	0.190795	0.181428	0.163879	0.147467	0.127505	0.0908014	0.0703054	0.048178	0.0316039	0.0183904	0.0100655	0.0059646
1.16557623	0.192647	0.186882	0.190255	0.191235	0.192227	0.192208	0.191992	0.19289	0.190071	0.18079	0.163326	0.146979	0.127039	0.0904552	0.069987	0.0479675	0.0314832	0.0182778	0.00998394	0.00589909
1.16740602	0.191934	0.186251	0.189553	0.190499	0.191515	0.191441	0.191258	0.192166	0.189358	0.180163	0.162782	0.146499	0.126583	0.0901162	0.069673	0.0477633	0.0313648	0.0181648	0.00990168	0.0058326
1.16923581	0.191232	0.185631	0.188863	0.189776	0.190816	0.190686	0.190536	0.191454	0.188657	0.179549	0.162249	0.146028	0.126137	0.0897839	0.0693635	0.0475651	0.0312485	0.0180516	0.00981875	0.0057652
1.1710656	0.190541	0.185023	0.188187	0.189066	0.190129	0.189943	0.189826	0.190753	0.187969	0.178946	0.161724	0.145566	0.1257	0.0894581	0.0690584	0.0473726	0.0311339	0.0179384	0.00973524	0.00569698
1.17289539	0.189862	0.184425	0.187524	0.18837	0.189455	0.189213	0.189129	0.190063	0.187292	0.178354	0.16121	0.145112	0.125273	0.0891383	0.0687576	0.0471851	0.031021	0.0178253	0.00965121	0.00562803
1.17472518	0.189194	0.183837	0.186875	0.187686	0.188794	0.188496	0.188444	0.189385	0.186628	0.177774	0.160705	0.144666	0.124854	0.0888242	0.068461	0.0470024	0.0309094	0.0177126	0.00956669	0.00555843
1.17655497	0.188537	0.18326	0.186238	0.187016	0.188146	0.187791	0.187772	0.188719	0.185975	0.177205	0.160209	0.144227	0.124445	0.0885152	0.0681686	0.0468238	0.0307989	0.0176005	0.00948174	0.00548828
1.17838476	0.18789	0.182693	0.185613	0.186358	0.18751	0.187099	0.187113	0.188063	0.185333	0.176646	0.159722	0.143795	0.124044	0.0882108	0.0678803	0.046649	0.0306892	0.0174891	0.00939642	0.00541767
1.18021455	0.187253	0.182136	0.185001	0.185713	0.186885	0.186419	0.186466	0.187418	0.184703	0.176097	0.159244	0.14337	0.123652	0.0879107	0.0675958	0.0464774	0.0305801	0.0173786	0.00931073	0.00534669
1.18204434	0.186625	0.181588	0.184399	0.185081	0.186272	0.185751	0.185831	0.186784	0.184083	0.175558	0.158773	0.14295	0.123266	0.0876141	0.0673151	0.0463084	0.030471	0.0172691	0.00922473	0.00527545
1.18387413	0.186007	0.181049	0.183809	0.18446	0.18567	0.185094	0.185209	0.186159	0.183473	0.175028	0.15831	0.142535	0.122888	0.0873207	0.0670379	0.0461416	0.0303619	0.0171607	0.00913846	0.00520403
1.18570392	0.185397	0.180518	0.183229	0.18385	0.185079	0.184449	0.184597	0.185544	0.182872	0.174506	0.157855	0.142126	0.122516	0.0870298	0.0667643	0.0459765	0.0302522	0.0170536	0.00905192	0.0051325
1.18753371	0.184795	0.179994	0.182658	0.18325	0.184496	0.183813	0.183997	0.184937	0.18228	0.173991	0.157405	0.14172	0.12215	0.0867411	0.0664938	0.0458126	0.0301417	0.0169477	0.00896516	0.00506099
1.1893635	0.1842	0.179477	0.182096	0.18266	0.183923	0.183188	0.183407	0.184338	0.181696	0.173483	0.156962	0.141317	0.121789	0.0864538	0.0662264	0.0456494	0.0300301	0.0168432	0.00887817	0.00498954
1.19119329	0.183611	0.178966	0.181541	0.182079	0.183357	0.182572	0.182827	0.183746	0.18112	0.17298	0.156524	0.140917	0.121433	0.0861677	0.0659619	0.0454864	0.0299171	0.01674	0.00879099	0.00491825
1.19302308	0.183028	0.17846	0.180993	0.181507	0.182799	0.181965	0.182255	0.18316	0.180549	0.172483	0.15609	0.140519	0.12108	0.0858822	0.0657001	0.0453233	0.0298022	0.0166383	0.00870363	0.00484718
1.19485287	0.182449	0.177958	0.180451	0.180941	0.182246	0.181365	0.181693	0.18258	0.179985	0.17199	0.15566	0.140121	0.12073	0.0855968	0.0654408	0.0451597	0.0296853	0.0165378	0.00861612	0.00477639
1.19668266	0.181875	0.17746	0.179913	0.180382	0.181699	0.180772	0.181137	0.182005	0.179425	0.1715	0.155233	0.139725	0.120383	0.0853111	0.0651838	0.0449951	0.0295661	0.0164387	0.00852848	0.00470597
1.19851245	0.181304	0.176964	0.179379	0.179828	0.181157	0.180186	0.180588	0.181433	0.17887	0.171012	0.154809	0.139328	0.120037	0.0850247	0.0649289	0.0448292	0.0294443	0.0163407	0.00844075	0.00463595
1.20034224	0.180735	0.17647	0.178849	0.179279	0.180618	0.179605	0.180046	0.180864	0.178317	0.170527	0.154386	0.13893	0.119692	0.0847374	0.064676	0.0446619	0.0293197	0.0162439	0.00835294	0.00456639
1.20217203	0.180169	0.175977	0.17832	0.178733	0.180082	0.179029	0.179508	0.180298	0.177768	0.170041	0.153964	0.138531	0.119347	0.0844486	0.0644248	0.0444928	0.029192	0.0161482	0.00826507	0.00449733
1.20400182	0.179604	0.175485	0.177792	0.17819	0.179547	0.178457	0.178974	0.179734	0.17722	0.169557	0.153543	0.13813	0.119002	0.0841583	0.0641752	0.0443216	0.0290612	0.0160533	0.00817721	0.00442884
1.20583161	0.179039	0.174992	0.177265	0.17765	0.179014	0.177888	0.178444	0.17917	0.176673	0.169071	0.153122	0.137727	0.118655	0.083866	0.063927	0.0441483	0.0289271	0.0159593	0.00808938	0.00436093
1.2076614	0.178475	0.174498	0.176737	0.17711	0.17848	0.177322	0.177917	0.178606	0.176128	0.168584	0.152699	0.137321	0.118307	0.0835717	0.0636801	0.0439726	0.0287896	0.0158659	0.00800166	0.00429367
1.20949119	0.17791	0.174002	0.176208	0.176572	0.177947	0.176758	0.177392	0.178042	0.175582	0.168095	0.152275	0.136911	0.117957	0.0832751	0.0634343	0.0437946	0.0286485	0.0157729	0.00791408	0.00422708
1.21132098	0.177344	0.173503	0.175677	0.176033	0.177412	0.176195	0.176868	0.177477	0.175036	0.167604	0.15185	0.136497	0.117603	0.0829761	0.0631894	0.043614	0.028504	0.0156803	0.00782672	0.00416121
1.21315077	0.176777	0.173002	0.175144	0.175493	0.176875	0.175632	0.176345	0.17691	0.174489	0.16711	0.151422	0.13608	0.117247	0.0826745	0.0629453	0.043431	0.028356	0.0155878	0.00773965	0.00409612
1.21498056	0.176209	0.172497	0.174608	0.174952	0.176336	0.175071	0.175822	0.176341	0.173941	0.166612	0.150991	0.135658	0.116886	0.0823704	0.0627018	0.0432454	0.0282046	0.0154954	0.00765295	0.00403183
1.21681035	0.17564	0.171988	0.174069	0.17441	0.175795	0.174508	0.175298	0.17577	0.173391	0.166111	0.150557	0.135232	0.116522	0.0820637	0.0624589	0.0430575	0.0280497	0.0154028	0.00756671	0.00396842
1.21864014	0.175068	0.171475	0.173526	0.173865	0.17525	0.173946	0.174773	0.175197	0.17284	0.165605	0.150119	0.134802	0.116152	0.0817544	0.0622165	0.0428671	0.0278916	0.0153099	0.00748101	0.00390592
1.22046993	0.174495	0.170958	0.172979	0.173318	0.174703	0.173382	0.174248	0.174621	0.172288	0.165096	0.149678	0.134367	0.115779	0.0814426	0.0619743	0.0426745	0.0277304	0.0152165	0.00739597	0.00384441
1.22229972	0.17392	0.170437	0.172429	0.172769	0.174152	0.172818	0.17372	0.174042	0.171733	0.164582	0.149233	0.133927	0.1154	0.0811283	0.0617323	0.0424798	0.0275661	0.0151226	0.00731168	0.00378395
1.22412951	0.173343	0.169911	0.171874	0.172216	0.173597	0.172252	0.173191	0.17346	0.171177	0.164064	0.148784	0.133483	0.115016	0.0808116	0.0614905	0.0422831	0.0273992	0.015028	0.00722827	0.00372462
1.2259593	0.172764	0.16938	0.171316	0.171662	0.17304	0.171686	0.172659	0.172876	0.170619	0.163542	0.148331	0.133034	0.114627	0.0804926	0.0612487	0.0420846	0.0272297	0.0149326	0.00714584	0.0036665
1.22778909	0.172185	0.168845	0.170754	0.171104	0.172479	0.171117	0.172126	0.17229	0.170059	0.163015	0.147874	0.132582	0.114232	0.0801715	0.0610069	0.0418845	0.0270578	0.0148363	0.00706452	0.00360968
1.22961888	0.171604	0.168305	0.170189	0.170544	0.171914	0.170548	0.17159	0.171701	0.169498	0.162485	0.147413	0.132125	0.113833	0.0798484	0.0607649	0.041683	0.026884	0.014739	0.00698444	0.00355424
1.23144867	0.171022	0.167761	0.16962	0.169982	0.171347	0.169978	0.171053	0.17111	0.168936	0.161951	0.146948	0.131665	0.113428	0.0795235	0.0605227	0.0414802	0.0267083	0.0146408	0.0069057	0.0035003
1.23327846	0.17044	0.167213	0.169049	0.169418	0.170778	0.169406	0.170513	0.170518	0.168374	0.161414	0.146479	0.131201	0.113018	0.0791969	0.0602803	0.0412764	0.0265311	0.0145415	0.00682844	0.00344795
1.23510825	0.169859	0.166662	0.168475	0.168852	0.170206	0.168834	0.169972	0.169925	0.167811	0.160873	0.146006	0.130734	0.112604	0.0788688	0.0600376	0.0410719	0.0263528	0.0144411	0.00675278	0.00339729
1.23693804	0.169277	0.166108	0.1679	0.168285	0.169633	0.168262	0.169429	0.169331	0.167248	0.16033	0.14553	0.130265	0.112184	0.0785395	0.0597945	0.0408668	0.0261735	0.0143398	0.00667883	0.00334845
1.23876783	0.168697	0.16555	0.167323	0.167716	0.169058	0.167689	0.168884	0.168738	0.166685	0.159785	0.145051	0.129793	0.111761	0.0782091	0.059551	0.0406613	0.0259936	0.0142374	0.00660671	0.00330151
1.24059762	0.168118	0.164991	0.166746	0.167148	0.168483	0.167116	0.168339	0.168145	0.166123	0.159237	0.14457	0.12932	0.111333	0.0778778	0.059307	0.0404557	0.0258134	0.014134	0.00653653	0.00325659
1.24242741	0.167541	0.16443	0.166169	0.166579	0.167907	0.166545	0.167793	0.167552	0.165562	0.158689	0.144085	0.128845	0.110902	0.0775457	0.0590626	0.0402501	0.0256331	0.0140298	0.00646839	0.00321382
1.2442572	0.166967	0.163867	0.165592	0.166011	0.167332	0.165974	0.167247	0.166962	0.165004	0.158139	0.143598	0.128368	0.110467	0.0772132	0.0588176	0.0400447	0.025453	0.0139247	0.00640237	0.00317326
1.24608699	0.166395	0.163303	0.165016	0.165444	0.166759	0.165404	0.166701	0.166374	0.164447	0.15759	0.14311	0.127892	0.11003	0.0768802	0.058572	0.0398397	0.0252735	0.013819	0.00633857	0.00313504
1.24791678	0.165827	0.16274	0.164442	0.164879	0.166186	0.164837	0.166156	0.165789	0.163893	0.15704	0.14262	0.127415	0.109589	0.0765471	0.0583259	0.0396353	0.0250947	0.0137126	0.00627706	0.00309925
1.24974657	0.165263	0.162176	0.163871	0.164316	0.165616	0.164271	0.165611	0.165207	0.163341	0.156491	0.142129	0.126938	0.109147	0.076214	0.0580791	0.0394316	0.0249168	0.0136058	0.00621791	0.00306595
1.25157636	0.164704	0.161613	0.163302	0.163755	0.165049	0.163709	0.165068	0.164629	0.162793	0.155943	0.141636	0.126462	0.108703	0.0758809	0.0578316	0.0392286	0.0247402	0.0134986	0.00616115	0.00303524
1.25340615	0.164149	0.161052	0.162737	0.163198	0.164485	0.163149	0.164527	0.164056	0.162248	0.155396	0.141144	0.125986	0.108258	0.075548	0.0575834	0.0390266	0.0245649	0.0133913	0.00610683	0.00300716
1.25523594	0.163599	0.160492	0.162177	0.162644	0.163925	0.162592	0.163988	0.163488	0.161708	0.154852	0.140651	0.125512	0.107811	0.0752155	0.0573345	0.0388256	0.0243913	0.013284	0.006055	0.00298176
1.25706573	0.163054	0.159934	0.161621	0.162094	0.163368	0.162039	0.163452	0.162925	0.161171	0.154309	0.140158	0.125039	0.107364	0.0748834	0.0570848	0.0386256	0.0242193	0.0131768	0.00600566	0.0029591
1.25889552	0.162515	0.159378	0.16107	0.161549	0.162817	0.16149	0.162918	0.162368	0.160638	0.153769	0.139665	0.124567	0.106917	0.0745518	0.0568342	0.0384267	0.0240491	0.0130701	0.00595879	0.00293918
1.26072531	0.161982	0.158825	0.160525	0.161008	0.16227	0.160945	0.162387	0.161817	0.16011	0.153232	0.139173	0.124098	0.10647	0.0742207	0.0565828	0.038229	0.0238809	0.0129638	0.00591441	0.002922
1.2625551	0.161455	0.158275	0.159985	0.160472	0.161728	0.160404	0.16186	0.161272	0.159586	0.152698	0.138681	0.12363	0.106024	0.0738902	0.0563306	0.0380323	0.0237148	0.0128583	0.00587249	0.00290757
1.26438489	0.160934	0.157728	0.159452	0.159941	0.161192	0.159868	0.161336	0.160734	0.159067	0.152167	0.13819	0.123164	0.105578	0.0735603	0.0560774	0.0378368	0.0235507	0.0127537	0.00583299	0.00289586
1.26621468	0.160418	0.157184	0.158925	0.159415	0.160661	0.159336	0.160816	0.160202	0.158551	0.151638	0.1377	0.122701	0.105134	0.0732311	0.0558232	0.0376424	0.0233888	0.0126502	0.00579588	0.00288682
1.26804447	0.159909	0.156643	0.158404	0.158894	0.160135	0.158808	0.160299	0.159676	0.15804	0.151114	0.137211	0.122239	0.104691	0.0729025	0.055568	0.0374491	0.0232291	0.012548	0.00576111	0.00288038
1.26987426	0.159405	0.156106	0.157889	0.158378	0.159615	0.158285	0.159786	0.159157	0.157533	0.150592	0.136723	0.121779	0.104249	0.0725744	0.0553118	0.0372568	0.0230716	0.0124472	0.0057286	0.00287649
1.27170405	0.158906	0.155572	0.157381	0.157867	0.1591	0.157766	0.159276	0.158644	0.157029	0.150073	0.136235	0.121321	0.103809	0.072247	0.0550545	0.0370654	0.0229163	0.012348	0.00569832	0.00287504
1.27353384	0.158413	0.15504	0.156878	0.15736	0.158589	0.157251	0.15877	0.158137	0.156528	0.149557	0.135749	0.120864	0.10337	0.0719201	0.0547961	0.0368749	0.0227631	0.0122506	0.00567016	0.00287591
